creative_id,creative_name,object_type,video_id,effective_object_story_id,effective_instagram_media_id,title_headline,cta,link_url,product_set_id,body_primary_text,source
2310973609402332,{{product.name}} 2026-03-11-5e04b66462eebe9851fdee8a0b995b15,SHARE,NOT IN SOURCE,116534118031737_909121355444628,18114435070781788,{{product.name}},SHOP_NOW,NOT IN SOURCE (post-native link),1689686838523869,Still thinking about it? Your skin deserves the care you almost gave it. 💚  Complete your order and start your glow-up with Pastry Skincare — body care made for melanin-rich skin.  Proudly South African. 100% Black female-owned.  Shop now at pastryskincare.co.za,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2412338129276655,The Pastry Premium Body Wash  has officially landed in store @beautyontapp ✨ so we had to ,VIDEO,2092639671599573,116534118031737_2092639671599573,17929594761095845,NOT IN SOURCE,SHOP_NOW,NOT IN SOURCE (post-native link),,The Pastry Premium Body Wash  has officially landed in store @beautyontapp ✨ so we had to go instore and get some first impressions. From the Blackcurrant cordial scent to the luxurious feel on the skin. Safe to say the reactions said it all ✨  🛒Available online and instore @beautyontapp   #pastryskincare #beautyontapp #bodycare #fyp,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2504456496703261,PASTRY_TEST_W2_9_INNER-THIGH_COMBINATIONS_18105784600883202 2026-08-05-0f868d8e778fda205ec,VIDEO,1765130831287915,116534118031737_1034007792955983,18168673036456579,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Dark inner thighs? These 3 Pastry Skincare combos can help brighten, smooth, and even out the area. ✨Consistency is key when treating dark areas, and these combos are designed to support a more even skin tone.  🛍️Shop online or instore @beautyontapp   pastryskincare #hyperpigmentation #brighteningskincare #skincarecombo #darkinnerthighs",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2542175119584393,PASTRY_TEST_W5_21_DRY-BRUSHING_ROUTINE_18060148352778028 2026-08-05-cd8fdf7d036ad99add4226,VIDEO,1798106507850856,116534118031737_1034010299622399,18335920453251541,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"A simple 3-step dry brushing routine to support smoother, more even-looking skin.💚  Shop these products at www.pastryskincare.co.za or visit us at Beauty on TApp.🛍️  #PastrySkincare #BodyCare #DryBrushing #BodyHyperpigmentation #SkincareRoutine",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
26206822805650383,{{product.name}} 2026-03-11-f4b9057977dc41a6b3d77d8c9bba62a3,SHARE,NOT IN SOURCE,116534118031737_909121348777962,18110751434162734,{{product.name}},SHOP_NOW,NOT IN SOURCE (post-native link),1689686838523869,You were looking at something good. Your skin knows what it wants. 💚  Come back and explore Pastry Skincare — science-backed body care made for melanin-rich skin.  Proudly South African. 100% Black female-owned.  Shop now at pastryskincare.co.za,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2622955271467210,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W4_04__EVENING_BODY_CARE_ADD_,VIDEO,1805359010599170,116534118031737_1053775537645875,18052883933565498,Evening body-care add-on,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore an evening add-on for a Pastry Skincare body-care routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
27134465589563159,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W6_05__CUSTOMER_ROUTINE_STORY,VIDEO,1911320126512802,116534118031737_1053776544312441,18024217043691661,Customer routine story,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore the Pastry Skincare routine featured in this customer story. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
28412527811717756,PASTRY_TEST_W5_24_DARK-UNDERARM_INGREDIENTS_18102467252120977 2026-08-05-e101b28f0e9864c98,VIDEO,1065523956033626,116534118031737_1034011866288909,18328649092285943,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,A power ingredient combo that works overtime to help brighten dark underarms 😍   Shop our range and lots more on our website or at any @beautyontapp store 🛒🩷 #skin #skincare #fyp,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2851210671894413,PASTRY_TEST_W6_30_CUSTOMER_RESULTS_18121576474691632 2026-08-05-11fc2217a1c72d584b1b1044ed,VIDEO,1370974308307015,116534118031737_1034013132955449,18111725939083523,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Nothing makes us happier than seeing your real results! This customer stayed consistent with her Pastry Skincare routine, and just 2 weeks apart you can already see the difference. 💛  Consistency is the real skincare secret your glow is loading, one routine at a time. 🌟  #PastrySkincare #SkincareResults #RealResults #Hyperpigmentation #bodycare",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
28740252398891731,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W4_03__HYALURONIC_HAND_CARE__,VIDEO,1390143549233068,116534118031737_1053775477645881,18103775783599432,Hyaluronic hand care,SHOP_NOW,NOT IN SOURCE (post-native link),,Build a nourishing hand-care routine with Pastry Skincare Hyaluronic Acid Hand Cream. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
3368191686688839,If you have stubborn hyperpigmentation here are tips on how to optimise your Pastry Skinca,VIDEO,862925869415455,116534118031737_862925869415455,18097443343970863,NOT IN SOURCE,SHOP_NOW,NOT IN SOURCE (post-native link),,"If you have stubborn hyperpigmentation here are tips on how to optimise your Pastry Skincare products to get these results faster 🫧💚  Shop these products on www.pastryskincare.co.za and @beautyontapp or @africarisestore, @thebeautyspot_sz & @weare_egg 🛒  #fyp #skincaretips #skincarecommunity_za #pastryskincare #pastryskincareroutine",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
3510751079075102,"Pregnant and new mamas, come to the front 💚

The Pastry Skincare Brightening Oil with Vita",VIDEO,1641367773745950,116534118031737_1641367773745950,18115459114826723,NOT IN SOURCE,SHOP_NOW,NOT IN SOURCE (post-native link),,"Pregnant and new mamas, come to the front 💚  The Pastry Skincare Brightening Oil with Vitamin C isn’t just a brightening oil — its primary function is as a Vitamin E tissue oil that helps firm the skin and maintain a healthy, radiant glow! ✨  Shop the Pastry Skincare Body Oil on www.pastryskincare.co.za or @beautyontapp exclusively 💚",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
36594101976905126,We are turning 5 this year and we want introduce something new… Pastry Premium ✨we’ve been,VIDEO,1520450669559823,116534118031737_1520450669559823,NOT IN SOURCE,NOT IN SOURCE,NOT IN SOURCE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
4535558553351159,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W5_02__ANTI_PIGMENTATION_HAND,VIDEO,1083181767593032,116534118031737_1053775764312519,18128696389679709,Anti-pigmentation hand care,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore Pastry Skincare hand-care options for a more even-looking routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
4657722504552164,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W5_01__DRY_BRUSHING_ROUTINE__,VIDEO,2289193138563707,116534118031737_1053775640979198,18115394272764116,Dry brushing routine,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore a three-step dry-brushing and body-care routine from Pastry Skincare. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
4793039344293517,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W5_04__UNDERARM_INGREDIENTS__,VIDEO,3132860496923753,116534118031737_1053775900979172,17914465656446696,Underarm ingredients,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore Pastry Skincare underarm-care products and ingredients. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
760239677131862,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions 2026-06-06-1ca2bd61bb9,SHARE,NOT IN SOURCE,116534118031737_909120932111337,18106524350510957,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions,LEARN_MORE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
795955873574185,PASTRY_TEST_W3_11_BODY-WASH_SELECTION_18580945912058801 2026-08-05-e1e860a169b6d7c0d970b8b,VIDEO,947375435055153,116534118031737_1034008172955945,17948706084037527,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Not all body washes are doing the exact same thing ✨from breakouts to rough texture to pigmentation we’ve got the right body wash for your concern ✨  🛒Shop your pick online or instore @beautyontapp   #pastryskincare #fyp #skincaretips #bodywashes,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
897164369855291,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W6_02__EVERYDAY_HAND_CARE__DH,VIDEO,2016963935621701,116534118031737_1053776290979133,18350022016172587,Everyday hand care,SHOP_NOW,NOT IN SOURCE (post-native link),,Build an everyday hand-care routine with Pastry Skincare. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
916650614844230,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W4_05__MINI_KIT_ROUTINE__DHL ,VIDEO,1381662176760033,116534118031737_1053775587645870,17983114709878629,Mini-kit routine,SHOP_NOW,NOT IN SOURCE (post-native link),,Start with a compact Pastry Skincare mini-kit routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
938383165957937,PASTRY_TEST_W6_27_HAND-CARE_ROUTINE_17887834035599760 2026-08-05-004612274a356d30a8d377229,VIDEO,1048111064642800,116534118031737_1034012529622176,17910359835262891,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"If you’re only caring for your face, you’re missing a step! Healthy-looking hands start with the right routine.  🛍️ Shop your Pastry Skincare favourites at www.pastryskincare.co.za or visit us at Beauty on TApp.  #PastrySkincare #BeautyOnTApp #HandCareRoutine #DarkKnuckles",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
947326541716183,PASTRY_TEST_W4_19_PIGMENTATION_COMBO_UPGRADE_17856576477655752 2026-08-05-b88e348583f159e2,VIDEO,2215771099210119,116534118031737_1034009726289123,18213390817354295,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,If you’re already using the Pastry pigmentation combo and smoothing combo for hyperpigmentation and textured skin but want faster results… Here’s what to add to your routine at night. 🌙  🛍️Shop online or instore @beautyontapp   #BodyCareRoutine #Hyperpigmentation #TexturedSkin,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
996050220134487,PASTRY_WINNER_PREMIUM_BODY_EXACT_20260814 2026-08-14-2b4b0f09b280afd93ba2c095525da283,VIDEO,1664964501661670,116534118031737_1664964501661670,18072218867407431,Shop Mandelic Acid Body Wash,SHOP_NOW,NOT IN SOURCE (post-native link),,See first impressions of Pastry Premium Mandelic Acid Body Wash. Choose Blackcurrant Cordial or Fragrance Free and shop the exact product below.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
