creative_id,asset_type,video_id,page_post_id,instagram_media_id,permalink,publication_time,duration_s,concept,verified_product,caption_excerpt,cta,evidence_coverage,organic_results,source
2054183895530318,VIDEO,1721080102247841,116534118031737_1721080102247841,18327470974255215,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Anti-Pigment Hand Cream SPF30 testimonial (post variant),Anti-Pigment Hand Cream SPF30 75ml,"She said it best ✨ Lightweight, nourishing, packed with Niacinamide + SPF 30 protection and a lovely fragrance 🖐🏽 Our Anti-Pigment Hand Cream is a must-have.  #",VIEW_INSTAGRAM_PROFILE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2101839031212801,VIDEO,1028459383291355,116534118031737_1033977799625649,18480202000108225,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Keratosis pilaris / rough bump routine,Salicylic + Niacinamide,"Consistency is key! Smoother, brighter skin starts with the right routine.✨🧴  🛍️Shop the Pastry Skincare Keratosis Pilaris routine online at www.pastryskincare.",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2128451841880866,VIDEO,4002241086579018,116534118031737_1053775440979218,18093283556539150,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,"Explore a targeted Pastry Skincare routine for rough, bumpy-looking body texture. Shop online at pastryskincare.co.za. DHL Express international delivery is ava",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2137843480105917,VIDEO,1279828150741897,116534118031737_1033977216292374,18117519449506692,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Stretch-mark routine (original test post),Stretch marks routine,"A trip for stretch marks, whether you’re pregnant, postpartum or simply looking to improve the appearance of stretch marks. This routine keeps it simple and con",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2141198163103531,VIDEO,1716832676218332,116534118031737_1716832676218332,18089893955557030,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,"Salicylic Acid + Vitamin C ""EXACT"" recut (burn-mark before/after)",Salicylic Acid Body Wash + Vitamin C Body Cream,Salicylic Acid + Vitamin C — a body-care duo for exfoliating and brightening. Shop the Salicylic Acid Body Wash and Vitamin C Body Cream together from this page,SHOP_NOW,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2276491979765953,VIDEO,2925957237759333,116534118031737_1034011742955588,17904472326308106,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,The hands speak for themselves 🤌🏾💚 Here’s how to maintain youthful and even toned hands using Pastry Skincare products 💚 Shop these products on www.pastryskinca,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2310973609402332,SHARE,NOT IN SOURCE,116534118031737_909121355444628,18114435070781788,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,"DPA catalogue ad: ""Still thinking about it? Complete your order"" abandoner copy",All Products set 1689686838523869,Still thinking about it? Your skin deserves the care you almost gave it. 💚  Complete your order and start your glow-up with Pastry Skincare — body care made for,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2412338129276655,VIDEO,2092639671599573,116534118031737_2092639671599573,17929594761095845,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Premium Body Wash landed in store @beautyontapp first impressions,Mandelic Acid Body Wash (Pastry Premium),The Pastry Premium Body Wash  has officially landed in store @beautyontapp ✨ so we had to go instore and get some first impressions. From the Blackcurrant cordi,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2504456496703261,VIDEO,1765130831287915,116534118031737_1034007792955983,18168673036456579,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Dark inner thighs: three combos,Combos (NOT IN SOURCE which SKUs),"Dark inner thighs? These 3 Pastry Skincare combos can help brighten, smooth, and even out the area. ✨Consistency is key when treating dark areas, and these comb",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2542175119584393,VIDEO,1798106507850856,116534118031737_1034010299622399,18335920453251541,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,3-step dry-brushing routine (original test post),Hyperpigmentation collection,"A simple 3-step dry brushing routine to support smoother, more even-looking skin.💚  Shop these products at www.pastryskincare.co.za or visit us at Beauty on TAp",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
26206822805650383,SHARE,NOT IN SOURCE,116534118031737_909121348777962,18110751434162734,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,"DPA catalogue ad: ""You were looking at something good"" viewer copy",All Products set 1689686838523869,You were looking at something good. Your skin knows what it wants. 💚  Come back and explore Pastry Skincare — science-backed body care made for melanin-rich ski,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2622955271467210,VIDEO,1805359010599170,116534118031737_1053775537645875,18052883933565498,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Explore an evening add-on for a Pastry Skincare body-care routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Deliver,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
27134465589563159,VIDEO,1911320126512802,116534118031737_1053776544312441,18024217043691661,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Explore the Pastry Skincare routine featured in this customer story. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Deliv,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
28412527811717756,VIDEO,1065523956033626,116534118031737_1034011866288909,18328649092285943,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Dark underarm ingredients combo (Anti Pigmentation Deodorant),Anti Pigmentation Deodorant 50ml,A power ingredient combo that works overtime to help brighten dark underarms 😍   Shop our range and lots more on our website or at any @beautyontapp store 🛒🩷 #s,SHOP_NOW,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2851210671894413,VIDEO,1370974308307015,116534118031737_1034013132955449,18111725939083523,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Customer results 2 weeks apart (before/after),Range,"Nothing makes us happier than seeing your real results! This customer stayed consistent with her Pastry Skincare routine, and just 2 weeks apart you can already",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
28740252398891731,VIDEO,1390143549233068,116534118031737_1053775477645881,18103775783599432,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Build a nourishing hand-care routine with Pastry Skincare Hyaluronic Acid Hand Cream. Shop online at pastryskincare.co.za. DHL Express international delivery is,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
3368191686688839,VIDEO,862925869415455,116534118031737_862925869415455,18097443343970863,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,If you have stubborn hyperpigmentation here are tips on how to optimise your Pastry Skincare products to get these results faster 🫧💚  Shop these products on www,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
3510751079075102,VIDEO,1641367773745950,116534118031737_1641367773745950,18115459114826723,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Pregnant and new mamas: Brightening Body Oil / tissue oil,Brightening Body Oil,"Pregnant and new mamas, come to the front 💚  The Pastry Skincare Brightening Oil with Vitamin C isn’t just a brightening oil — its primary function is as a Vita",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
36594101976905126,VIDEO,1520450669559823,116534118031737_1520450669559823,NOT IN SOURCE,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,NOT IN SOURCE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
4535558553351159,VIDEO,1083181767593032,116534118031737_1053775764312519,18128696389679709,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Explore Pastry Skincare hand-care options for a more even-looking routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available.,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
4657722504552164,VIDEO,2289193138563707,116534118031737_1053775640979198,18115394272764116,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Explore a three-step dry-brushing and body-care routine from Pastry Skincare. Shop online at pastryskincare.co.za. DHL Express international delivery is availab,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
4793039344293517,VIDEO,3132860496923753,116534118031737_1053775900979172,17914465656446696,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Explore Pastry Skincare underarm-care products and ingredients. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery f,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
760239677131862,SHARE,NOT IN SOURCE,116534118031737_909120932111337,18106524350510957,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,LEARN_MORE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
795955873574185,VIDEO,947375435055153,116534118031737_1034008172955945,17948706084037527,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Choose a body wash by concern,Body washes,Not all body washes are doing the exact same thing ✨from breakouts to rough texture to pigmentation we’ve got the right body wash for your concern ✨  🛒Shop your,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
897164369855291,VIDEO,2016963935621701,116534118031737_1053776290979133,18350022016172587,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Build an everyday hand-care routine with Pastry Skincare. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees ar,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
916650614844230,VIDEO,1381662176760033,116534118031737_1053775587645870,17983114709878629,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Start with a compact Pastry Skincare mini-kit routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are c,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
938383165957937,VIDEO,1048111064642800,116534118031737_1034012529622176,17910359835262891,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,"If you’re only caring for your face, you’re missing a step! Healthy-looking hands start with the right routine.  🛍️ Shop your Pastry Skincare favourites at www.",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
947326541716183,VIDEO,2215771099210119,116534118031737_1034009726289123,18213390817354295,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,If you’re already using the Pastry pigmentation combo and smoothing combo for hyperpigmentation and textured skin but want faster results… Here’s what to add to,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
996050220134487,VIDEO,1664964501661670,116534118031737_1664964501661670,18072218867407431,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Premium Mandelic Acid Body Wash first impressions (exact product),Mandelic Acid Body Wash,See first impressions of Pastry Premium Mandelic Acid Body Wash. Choose Blackcurrant Cordial or Fragrance Free and shop the exact product below.,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
