build_id,campaign,ad_group,keyword,match_type,max_cpc_zar,final_url,product,feed_price_zar,feed_evidence,demand_evidence,live_bid_evidence,serving_evidence,rationale,url_source,live_page_check
C1,Pastry | Search | Body Wash | ZA | 2026-09,Glycolic Acid Body Wash,glycolic acid body wash,EXACT,4.50,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)","Semrush ZA 720/mo, CPC $0.28, KD 17","first-page est R4.08, top R5.12, QS 8","28d: 571 impr, 37 clicks, R107.17, 1 GA4 purchases R622.25",proven: 1 purchase 28d + Shopping purchases; bid to first-page est,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),best deodorant for dark underarms,EXACT,5.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 20/mo, CPC $0, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),best roll on for dark underarms,EXACT,5.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 20/mo, CPC $0.66, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),roll on for dark underarms,EXACT,4.50,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,seen as query in current build,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),dark underarms treatment,EXACT,4.50,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 170/mo, CPC $0.43, KD 24",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),what to use for dark underarms,EXACT,4.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 110/mo, CPC $0.29, KD 24",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),dark underarms,EXACT,4.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 260/mo, CPC $0.4, KD 26",no live bid estimate (keyword not in account),no 28d serving history,head term 260/mo; monitor CTR,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),underarm dark spots,EXACT,4.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 110/mo, CPC $0, KD 28",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),brightening deodorant,EXACT,4.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,seen as query in current build,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),hyperpigmentation products,EXACT,4.50,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED","Semrush ZA 480/mo, CPC $0.3, KD 11",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),hyperpigmentation cream,EXACT,4.50,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED","Semrush ZA 480/mo, CPC $0.41, KD 23",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),best products for hyperpigmentation,EXACT,4.50,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED","Semrush ZA 210/mo, CPC $0.43, KD 22",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),hyperpigmentation treatment for dark skin,EXACT,4.00,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED","Semrush ZA 110/mo, CPC $0.35, KD 29",no live bid estimate (keyword not in account),no 28d serving history,keyword only; ad copy avoids treatment claims,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),hyperpigmentation treatment for body,EXACT,4.00,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,Shopping purchase history (experiment campaign),verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),products for hyperpigmentation black skin,EXACT,3.50,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),dark inner thighs,PHRASE,3.50,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,Shopping purchase history,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),dark knees and elbows,PHRASE,3.50,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Hyperpigmentation Body Care (concern),body care for hyperpigmentation,EXACT,4.00,https://pastryskincare.co.za/collections/hyperpigmentation,Hyperpigmentation collection,,"collection page used as final URL by paused campaign Search-brightening (ad 798619932669, APPROVED); live status NOT VERIFIED",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Serum,niacinamide serum,EXACT,4.00,https://pastryskincare.co.za/products/pigmentation-correction-serum,Pigmentation Correction Serum,R250,shopify_ZZ_8767331172593_46213015339249 IN_STOCK R250 (5% niacinamide face serum),"Semrush ZA 6600/mo, CPC $0.34, KD 16",no live bid estimate (keyword not in account),no 28d serving history,"6,600/mo, KD 16; product is 5% niacinamide face serum R250; start below CPC benchmark and read CVR",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Serum,niacinamide serum,PHRASE,3.50,https://pastryskincare.co.za/products/pigmentation-correction-serum,Pigmentation Correction Serum,R250,shopify_ZZ_8767331172593_46213015339249 IN_STOCK R250 (5% niacinamide face serum),"Semrush ZA 6600/mo, CPC $0.34, KD 16",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Serum,pigmentation correction serum,EXACT,4.00,https://pastryskincare.co.za/products/pigmentation-correction-serum,Pigmentation Correction Serum,R250,shopify_ZZ_8767331172593_46213015339249 IN_STOCK R250 (5% niacinamide face serum),no Semrush ZA row,"first-page est R11.35, top R14.86, QS -","28d: 50 impr, 0 clicks, R0.00, 0 GA4 purchases R0.00",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Serum,hyperpigmentation serum,EXACT,5.00,https://pastryskincare.co.za/products/pigmentation-correction-serum,Pigmentation Correction Serum,R250,shopify_ZZ_8767331172593_46213015339249 IN_STOCK R250 (5% niacinamide face serum),"Semrush ZA 390/mo, CPC $0.37, KD 15",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Serum,best serum for hyperpigmentation,EXACT,5.00,https://pastryskincare.co.za/products/pigmentation-correction-serum,Pigmentation Correction Serum,R250,shopify_ZZ_8767331172593_46213015339249 IN_STOCK R250 (5% niacinamide face serum),"Semrush ZA 210/mo, CPC $0.43, KD 13",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Serum,serum for dark marks,EXACT,4.00,https://pastryskincare.co.za/products/pigmentation-correction-serum,Pigmentation Correction Serum,R250,shopify_ZZ_8767331172593_46213015339249 IN_STOCK R250 (5% niacinamide face serum),no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Dark Spot Corrector,dark spot corrector,EXACT,4.50,https://pastryskincare.co.za/products/evening-pigment-corrector,Evening Pigment Corrector,R295,shopify_ZZ_9404701049073_47560294858993 IN_STOCK R295,"Semrush ZA 1600/mo, CPC $0.28, KD 18",no live bid estimate (keyword not in account),no 28d serving history,"1,600/mo",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Dark Spot Corrector,dark spot corrector,PHRASE,4.00,https://pastryskincare.co.za/products/evening-pigment-corrector,Evening Pigment Corrector,R295,shopify_ZZ_9404701049073_47560294858993 IN_STOCK R295,"Semrush ZA 1600/mo, CPC $0.28, KD 18",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Dark Spot Corrector,evening pigment corrector,EXACT,3.00,https://pastryskincare.co.za/products/evening-pigment-corrector,Evening Pigment Corrector,R295,shopify_ZZ_9404701049073_47560294858993 IN_STOCK R295,no Semrush ZA row,"first-page est R5.69, top R11.35, QS -","28d: 0 impr, 0 clicks, R0.00, 0 GA4 purchases R0.00",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Dark Spot Corrector,dark mark corrector,EXACT,3.50,https://pastryskincare.co.za/products/evening-pigment-corrector,Evening Pigment Corrector,R295,shopify_ZZ_9404701049073_47560294858993 IN_STOCK R295,no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Ceramide Serum,ceramide serum,EXACT,4.00,https://pastryskincare.co.za/products/barrier-repair-serum-ceramide,Barrier Repair Serum,R280,shopify_ZZ_8767331467505_46213040406769 IN_STOCK R280,"Semrush ZA 320/mo, CPC $0.35, KD 8",no live bid estimate (keyword not in account),no 28d serving history,"320/mo, KD 8",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Ceramide Serum,barrier repair serum,EXACT,4.00,https://pastryskincare.co.za/products/barrier-repair-serum-ceramide,Barrier Repair Serum,R280,shopify_ZZ_8767331467505_46213040406769 IN_STOCK R280,no Semrush ZA row,"first-page est R9.09, top R11.35, QS 7","28d: 28 impr, 2 clicks, R5.93, 0 GA4 purchases R0.00",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Ceramide Serum,skin barrier serum,EXACT,3.50,https://pastryskincare.co.za/products/barrier-repair-serum-ceramide,Barrier Repair Serum,R280,shopify_ZZ_8767331467505_46213040406769 IN_STOCK R280,no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Sunscreen,niacinamide sunscreen,EXACT,4.00,https://pastryskincare.co.za/products/niacinamide-spf50-sunscreen,Niacinamide SPF50 Sunscreen,R465,shopify_ZZ_8772642341105_46213088379121 IN_STOCK R465,"Semrush ZA 50/mo, CPC $0.32, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Sunscreen,niacinamide spf50 sunscreen,EXACT,3.00,https://pastryskincare.co.za/products/niacinamide-spf50-sunscreen,Niacinamide SPF50 Sunscreen,R465,shopify_ZZ_8772642341105_46213088379121 IN_STOCK R465,no Semrush ZA row,"first-page est R11.35, top R14.86, QS -","28d: 3 impr, 1 clicks, R2.79, 0 GA4 purchases R0.00",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C4,Pastry | Search | Face Serums | ZA | 2026-09,Niacinamide Sunscreen,spf50 gel sunscreen,EXACT,3.00,https://pastryskincare.co.za/products/niacinamide-spf50-sunscreen,Niacinamide SPF50 Sunscreen,R465,shopify_ZZ_8772642341105_46213088379121 IN_STOCK R465,no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
