brand_collection_id,brand_collection_title,brand_collection_handle,pill_slot,pill_label,qualifying_product_count,qualifying_product_ids,display_eligibility,destination_priority_1_existing,destination_priority_2_filter_url,destination_recommended,new_collection_required,proposed_collection_title,proposed_collection_handle,proposed_collection_type,proposed_collection_conditions_or_membership,duplicate_check,canonical_indexability,destination_confidence,destination_blocker,validation_status,validation_evidence
442298466563,Beauty of Joseon,beauty-of-joseon,5,Eye Care,2,8929402552579;9343698632963,HIDE (0 qualifying in stock — reinstate on restock),none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/beauty-of-joseon?filter.p.product_type=Eye+Care — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,Beauty of Joseon Eye Care,beauty-of-joseon-eye-care,automated (smart),conditions (ALL): Product vendor EQUALS 'BEAUTY OF JOSEON' AND Product type EQUALS 'Eye Care'. Expected members: 8929402552579;9343698632963 (count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'beauty-of-joseon-eye-care' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/beauty-of-joseon.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
442298466563,Beauty of Joseon,beauty-of-joseon,6,Brightening,5,8929395572995;8929404584195;8929404616963;9288357576963;9287210336515,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Beauty of Joseon Brightening,beauty-of-joseon-brightening,manual,exact product IDs: 8929395572995;8929404584195;8929404616963;9288357576963;9287210336515 (expected count 5),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'beauty-of-joseon-brightening' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/beauty-of-joseon.json; manual membership = listed IDs verbatim
442298466563,Beauty of Joseon,beauty-of-joseon,7,Sets & Bundles,2,8929407631619;9191155826947,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,Beauty of Joseon Sets & Bundles,beauty-of-joseon-sets-bundles,automated (smart),conditions (ALL): Product vendor EQUALS 'BEAUTY OF JOSEON' AND Product title CONTAINS 'kit'. Expected members: 8929407631619;9191155826947 (count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'beauty-of-joseon-sets-bundles' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/beauty-of-joseon.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
444711895299,Biodance,biodance,1,Toners,2,9179651014915;9179612774659,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Biodance Toners,biodance-toners,manual,exact product IDs: 9179651014915;9179612774659 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'biodance-toners' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/biodance.json; manual membership = listed IDs verbatim
444711895299,Biodance,biodance,2,Face Masks,2,8929405567235;8929405534467,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/biodance?filter.p.product_type=Face+Mask — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Biodance Face Masks,biodance-face-masks,manual,exact product IDs: 8929405567235;8929405534467 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'biodance-face-masks' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/biodance.json; manual membership = listed IDs verbatim
442298499331,BIODERMA,bioderma,1,Moisturisers,8,8929385152771;8929385120003;8929384759555;8929384661251;8929394327811;8929384792323;8929384825091;8929385644291,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/bioderma?filter.p.product_type=Moisturiser — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,BIODERMA Moisturisers,bioderma-moisturisers,automated (smart),conditions (ALL): Product vendor EQUALS 'BIODERMA' AND Product type EQUALS 'Moisturiser'. Expected members: 8929385152771;8929385120003;8929384759555;8929384661251;8929394327811;8929384792323;8929384825091;8929385644291 (count 8),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'bioderma-moisturisers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/bioderma.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
442298499331,BIODERMA,bioderma,2,Sunscreen,8,8929385382147;8929385316611;8929385349379;8929385218307;8929385185539;8929385021699;8929385251075;8929384923395,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/bioderma?filter.p.product_type=Sunscreen — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,BIODERMA Sunscreen,bioderma-sunscreen,automated (smart),conditions (ALL): Product vendor EQUALS 'BIODERMA' AND Product type EQUALS 'Sunscreen'. Expected members: 8929385382147;8929385316611;8929385349379;8929385218307;8929385185539;8929385021699;8929385251075;8929384923395 (count 8),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'bioderma-sunscreen' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/bioderma.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
442298499331,BIODERMA,bioderma,3,Cleansers,7,8929385513219;8929385480451;8929385578755;8929385414915;8929385087235;8929385054467;8929384890627,HIDE (0 qualifying in stock — reinstate on restock),none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/bioderma?filter.p.product_type=Cleanser — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,BIODERMA Cleansers,bioderma-cleansers,manual,exact product IDs: 8929385513219;8929385480451;8929385578755;8929385414915;8929385087235;8929385054467;8929384890627 (expected count 7),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'bioderma-cleansers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/bioderma.json; manual membership = listed IDs verbatim
442298499331,BIODERMA,bioderma,4,Body Wash,2,8929384726787;8973094191363,HIDE (0 qualifying in stock — reinstate on restock),none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/bioderma?filter.p.product_type=Body+Care — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,BIODERMA Body Wash,bioderma-body-wash,automated (smart),conditions (ALL): Product vendor EQUALS 'BIODERMA' AND Product type EQUALS 'Body Care'. Expected members: 8929384726787;8973094191363 (count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'bioderma-body-wash' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/bioderma.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
442298499331,BIODERMA,bioderma,5,Hyperpigmentation,6,8929385152771;8929385120003;8929385087235;8929385054467;8929385021699;8929384988931,HIDE (0 qualifying in stock — reinstate on restock),none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,BIODERMA Hyperpigmentation,bioderma-hyperpigmentation,manual,exact product IDs: 8929385152771;8929385120003;8929385087235;8929385054467;8929385021699;8929384988931 (expected count 6),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'bioderma-hyperpigmentation' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/bioderma.json; manual membership = listed IDs verbatim
444347187459,Black African Organics,black-african-organics,1,Body Care,4,8965612208387;8965611782403;8929380204803;8929380172035,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Black African Organics Body Care,black-african-organics-body-care,manual,exact product IDs: 8965612208387;8965611782403;8929380204803;8929380172035 (expected count 4),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'black-african-organics-body-care' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/black-african-organics.json; manual membership = listed IDs verbatim
444347187459,Black African Organics,black-african-organics,2,Hair Care,3,8929380139267;8929380073731;8929380040963,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/black-african-organics?filter.p.product_type=Hair+Care — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,Black African Organics Hair Care,black-african-organics-hair-care,automated (smart),conditions (ALL): Product vendor EQUALS 'BLACK AFRICAN ORGANICS' AND Product type EQUALS 'Hair Care'. Expected members: 8929380139267;8929380073731;8929380040963 (count 3),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'black-african-organics-hair-care' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/black-african-organics.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
444347187459,Black African Organics,black-african-organics,3,Brightening,3,8965612110083;8965611946243;8965611913475,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,Black African Organics Brightening,black-african-organics-brightening,automated (smart),conditions (ALL): Product vendor EQUALS 'BLACK AFRICAN ORGANICS' AND Product title CONTAINS 'brightening'. Expected members: 8965612110083;8965611946243;8965611913475 (count 3),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'black-african-organics-brightening' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/black-african-organics.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
442298630403,Breast Tape by Si,bree-probiotics,1,Accessories,4,8929372242179;8929389379843;8929372274947;8929372176643,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Breast Tape by Si Accessories,breast-tape-by-si-accessories,manual,exact product IDs: 8929372242179;8929389379843;8929372274947;8929372176643 (expected count 4),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'breast-tape-by-si-accessories' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/bree-probiotics.json; manual membership = listed IDs verbatim
444656845059,Brothers Beard,brothers-beard,1,Beard Care,2,8929120223491;8929120190723,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/brothers-beard?filter.p.product_type=Beard — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Brothers Beard Beard Care,brothers-beard-beard-care,manual,exact product IDs: 8929120223491;8929120190723 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'brothers-beard-beard-care' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/brothers-beard.json; manual membership = listed IDs verbatim
444378480899,Cerave,cerave,1,Moisturisers,8,8929388462339;8929474969859;8929377943811;8929394721027;8929385840899;8929408057603;8929376239875;9022609522947,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/cerave?filter.p.product_type=Moisturiser — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Cerave Moisturisers,cerave-moisturisers,manual,exact product IDs: 8929388462339;8929474969859;8929377943811;8929394721027;8929385840899;8929408057603;8929376239875;9022609522947 (expected count 8),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'cerave-moisturisers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/cerave.json; manual membership = listed IDs verbatim
444378480899,Cerave,cerave,2,Cleansers,5,8929385808131;8929380696323;8929376141571;8929376174339;8929376207107,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/cerave?filter.p.product_type=Cleanser — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Cerave Cleansers,cerave-cleansers,manual,exact product IDs: 8929385808131;8929380696323;8929376141571;8929376174339;8929376207107 (expected count 5),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'cerave-cleansers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/cerave.json; manual membership = listed IDs verbatim
444378480899,Cerave,cerave,3,Face Serums,2,8929385873667;9470031397123,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Cerave Face Serums,cerave-face-serums,manual,exact product IDs: 8929385873667;9470031397123 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'cerave-face-serums' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/cerave.json; manual membership = listed IDs verbatim
444378480899,Cerave,cerave,4,Hydration,3,8929376174339;8929474969859;8929376207107,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Cerave Hydration,cerave-hydration,manual,exact product IDs: 8929376174339;8929474969859;8929376207107 (expected count 3),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'cerave-hydration' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/cerave.json; manual membership = listed IDs verbatim
